epoch,L_total,L_sdf,L_eik,L_z,L_2nd,eik_weight,grad_norm_mean,lr,time_s
255,0.059955,0.049095,0.108595,0.00083036,0.000000,0.1000,0.8820,0.000500,9.5
256,0.059729,0.048975,0.107548,0.00083264,0.000000,0.1000,0.8693,0.000500,9.5
257,0.061004,0.051360,0.096437,0.00083490,0.000000,0.1000,0.8750,0.000500,9.5
258,0.061880,0.050330,0.115500,0.00083812,0.000000,0.1000,0.8704,0.000500,9.5
259,0.062659,0.053463,0.091963,0.00084027,0.000000,0.1000,0.8956,0.000500,9.5
260,0.060919,0.049871,0.110477,0.00084351,0.000000,0.1000,0.8780,0.000500,9.5
261,0.059880,0.050266,0.096144,0.00084584,0.000000,0.1000,0.8831,0.000500,9.5
262,0.059267,0.049035,0.102315,0.00084893,0.000000,0.1000,0.8798,0.000500,9.5
263,0.059260,0.049016,0.102444,0.00085194,0.000000,0.1000,0.8821,0.000500,9.5
264,0.059831,0.050163,0.096678,0.00085479,0.000000,0.1000,0.8833,0.000500,9.5
265,0.062013,0.050292,0.117209,0.00085821,0.000000,0.1000,0.8714,0.000500,9.5
266,0.069263,0.059784,0.094782,0.00086017,0.000000,0.1000,0.8996,0.000500,9.5
267,0.062226,0.049825,0.124006,0.00086323,0.000000,0.1000,0.8366,0.000500,9.5
268,0.059829,0.048583,0.112457,0.00086535,0.000000,0.1000,0.8342,0.000500,9.5
269,0.061022,0.050814,0.102081,0.00086799,0.000000,0.1000,0.8733,0.000500,9.5
270,0.063158,0.050982,0.121755,0.00087136,0.000000,0.1000,0.9106,0.000500,9.5
271,0.062792,0.052793,0.099995,0.00087304,0.000000,0.1000,0.9070,0.000500,9.5
272,0.059837,0.048798,0.110386,0.00087549,0.000000,0.1000,0.8785,0.000500,9.5
273,0.059913,0.048677,0.112361,0.00087759,0.000000,0.1000,0.8553,0.000500,9.5
274,0.061534,0.051422,0.101121,0.00087954,0.000000,0.1000,0.8545,0.000500,9.5
275,0.060188,0.049148,0.110396,0.00088249,0.000000,0.1000,0.8703,0.000500,9.5
276,0.058887,0.048898,0.099885,0.00088474,0.000000,0.1000,0.8781,0.000500,9.5
277,0.059236,0.049566,0.096700,0.00088715,0.000000,0.1000,0.8850,0.000500,9.5
278,0.060387,0.049629,0.107583,0.00088992,0.000000,0.1000,0.8920,0.000500,9.5
279,0.062490,0.053300,0.091904,0.00089186,0.000000,0.1000,0.8849,0.000500,9.5
280,0.063044,0.051553,0.114912,0.00089483,0.000000,0.1000,0.8758,0.000500,9.5
281,0.062414,0.052689,0.097248,0.00089617,0.000000,0.1000,0.8608,0.000500,9.5
282,0.058877,0.048330,0.105465,0.00089870,0.000000,0.1000,0.8555,0.000500,9.5
283,0.061677,0.049799,0.118780,0.00090158,0.000000,0.1000,0.8834,0.000500,9.5
284,0.065827,0.056460,0.093663,0.00090340,0.000000,0.1000,0.8991,0.000500,9.5
285,0.059199,0.048358,0.108411,0.00090605,0.000000,0.1000,0.8818,0.000500,9.5
286,0.060949,0.049410,0.115389,0.00090836,0.000000,0.1000,0.8699,0.000500,9.5
287,0.063807,0.053999,0.098081,0.00090982,0.000000,0.1000,0.8650,0.000500,9.5
288,0.059132,0.048962,0.101700,0.00091239,0.000000,0.1000,0.8524,0.000500,9.5
289,0.065437,0.053193,0.122439,0.00091560,0.000000,0.1000,0.8870,0.000500,9.5
290,0.062064,0.052857,0.092072,0.00091681,0.000000,0.1000,0.8921,0.000500,9.5
